"itemid","similar_item"
"209061","217307"
"209062","208516"
"209063","215957"
"209064","209066"
"209066","228843"
"209067","202778"
"209068","209069"
"209069","209068"
"209070","226903"
"209076","192009"
"209078","194797"
"209083","206211"
"209084","212446"
"209085","223363"
"209086","221122"
"209088","193923"
"209089","228581"
"209093","221702"
"209094","204442"
"209097","196359"
"209099","200155"
"209102","206659"
"209103","210220"
"209104","193581"
"209106","224543"
"209107","206530"
"209130","214137"
"209131","200544"
"209132","204850"
"209133","210877"
"209134","209136"
"209136","209134"
"209138","203589"
"209146","206030"
"209147","206659"
"209148","224825"
"209149","214600"
"209151","205151"
"209153","210251"
"209154","209218"
"209156","213925"
"209158","208577"
"209161","204098"
"209162","200232"
"209163","206989"
"209164","212016"
"209165","217916"
"209167","204698"
"209169","202800"
"209170","210296"
"209171","216791"
"209172","215984"
"209173","219968"
"209174","219809"
"209175","203061"
"209176","209936"
"209177","216660"
"209178","196463"
"209179","211240"
"209187","212446"
"209191","221144"
"209192","209191"
"209193","209408"
"209194","193935"
"209195","218333"
"209196","209402"
"209197","208106"
"209199","209200"
"209200","204057"
"209202","201408"
"209206","225392"
"209207","216537"
"209209","200158"
"209210","211241"
"209211","209823"
"209212","185204"
"209213","203259"
"209214","204248"
"209215","217730"
"209216","205878"
"209217","209840"
"209218","208712"
"209221","209306"
"209222","204268"
"209223","214356"
"209225","185204"
"209227","196537"
"209229","210135"
"209233","214418"
"209234","220282"
"209235","221153"
"209236","212104"
"209237","205104"
"209238","227005"
"209239","214500"
"209240","224018"
"209244","201999"
"209248","210314"
"209262","212445"
"209263","212445"
"209265","210339"
"209268","211313"
"209270","207315"
"209274","216348"
"209282","209283"
"209283","209282"
"209290","224131"
"209292","198098"
"209293","228186"
"209294","210240"
"209295","212757"
"209296","202893"
"209299","199264"
"209306","209221"
"209307","205656"
"209308","213756"
"209309","211833"
"209310","206826"
"209311","213646"
"209313","200420"
"209318","208495"
"209320","208719"
"209325","193360"
"209326","205151"
"209327","207839"
"209328","209355"
"209330","228001"
"209331","190548"
"209333","216158"
"209334","212282"
"209335","200218"
"209339","212578"
"209348","220291"
"209349","205875"
"209351","204320"
"209354","202531"
"209355","209328"
"209356","223804"
"209357","204305"
"209366","209368"
"209368","209366"
"209370","214390"
"209373","208543"
"209374","186948"
"209379","208128"
"209380","229454"
"209388","215364"
"209389","213014"
"209393","208106"
"209394","209022"
"209395","214086"
"209396","186484"
"209398","204681"
"209399","209202"
"209400","218594"
"209401","209659"
"209402","212182"
"209405","218011"
"209406","206337"
"209407","206042"
"209408","215638"
"209410","208639"
"209411","197177"
"209412","224077"
"209413","209414"
"209414","209413"
"209415","216796"
"209419","212113"
"209421","213537"
"209422","214581"
"209423","190510"
"209429","200089"
"209430","204743"
"209431","209396"
"209433","209434"
"209434","209433"
"209435","204629"
"209436","211646"
"209437","209519"
"209438","201818"
"209439","209521"
"209440","204539"
"209443","208088"
"209446","207640"
"209453","208306"
"209454","215250"
"209455","226239"
"209456","212555"
"209457","205040"
"209458","189145"
"209459","186372"
"209460","209973"
"209461","209473"
"209462","230507"
"209463","230534"
"209464","203484"
"209465","222096"
"209469","200915"
"209473","196359"
"209474","212863"
"209475","205225"
"209476","230568"
"209477","225790"
"209478","192608"
"209479","213511"
"209480","222212"
"209481","233152"
"209482","228553"
"209483","214632"
"209492","231945"
"209493","209840"
"209494","206491"
"209495","206266"
"209496","211894"
"209497","220485"
"209498","229013"
"209499","228154"
"209502","209439"
"209507","192367"
"209508","203322"
"209511","227236"
"209512","213755"
"209513","219921"
"209515","212989"
"209516","220178"
"209517","209518"
"209518","209439"
"209519","209521"
"209520","209521"
"209521","211769"
"209522","213465"
"209523","207883"
"209526","213656"
"209530","199182"
"209531","222406"
"209532","225411"
"209533","209536"
"209534","207132"
"209536","209533"
"209538","220753"
"209541","214799"
"209542","209526"
"209543","209542"
"209544","224467"
"209546","205019"
"209547","220894"
"209551","211070"
"209553","213739"
"209554","197576"
"209555","194868"
"209556","209565"
"209557","211820"
"209558","205227"
"209559","215197"
"209560","209561"
"209561","209560"
"209562","218570"
"209563","209565"
"209564","208101"
"209565","209556"
"209569","214415"
"209573","199129"
"209574","204889"
"209575","215709"
"209576","214878"
"209577","216410"
"209578","207092"
"209579","204889"
"209580","221760"
"209581","221772"
"209582","204241"
"209583","196463"
"209584","209583"
"209585","212468"
"209586","214326"
"209587","218333"
"209589","202272"
"209590","217286"
"209594","218719"
"209595","228911"
"209598","220408"
"209600","192319"
"209601","229678"
"209602","213243"
"209603","222053"
"209605","207074"
"209608","204566"
"209609","212290"
"209610","193688"
"209611","183080"
"209617","198643"
"209619","228860"
"209622","219634"
"209623","225298"
"209624","224760"
"209625","229683"
"209626","205116"
"209639","209643"
"209640","209650"
"209641","209650"
"209642","199390"
"209643","209646"
"209644","209645"
"209645","226509"
"209646","215642"
"209648","209650"
"209649","203259"
"209650","205901"
"209656","207053"
"209657","228527"
"209659","210391"
"209666","212630"
"209667","204556"
"209672","221371"
"209682","196238"
"209683","186246"
"209685","214839"
"209686","225700"
"209687","217711"
"209688","227046"
"209692","211203"
"209693","210293"
"209700","229137"
"209702","201500"
"209705","224133"
"209706","193360"
"209707","217731"
"209713","192160"
"209720","182582"
"209722","199302"
"209724","200284"
"209726","204666"
"209727","205518"
"209731","202725"
"209732","209492"
"209737","220272"
"209739","207658"
"209740","209784"
"209746","201617"
"209747","211492"
"209748","226989"
"209749","209022"
"209750","229440"
"209751","196591"
"209752","213249"
"209753","212611"
"209758","227705"
"209760","209762"
"209761","218425"
"209762","209760"
"209763","208128"
"209764","207665"
"209765","209760"
"209769","216127"
"209771","203790"
"209772","209774"
"209774","209772"
"209781","214249"
"209784","212757"
"209785","216991"
"209787","214845"
"209791","207385"
"209795","208462"
"209798","182054"
"209801","223711"
"209802","226386"
"209804","209805"
"209805","209804"
"209806","232423"
"209807","230575"
"209808","190120"
"209809","209810"
"209810","215622"
"209813","208064"
"209814","195819"
"209815","209816"
"209816","199891"
"209817","198769"
"209818","215455"
"209820","208185"
"209822","196372"
"209823","199387"
"209824","213106"
"209825","209640"
"209827","209641"
"209828","209765"
"209829","209822"
"209830","226957"
"209836","214561"
"209837","209838"
"209838","209837"
"209839","214173"
"209840","210302"
"209841","224360"
"209843","209844"
"209844","216780"
"209845","208456"
"209846","196563"
"209847","212954"
"209848","205641"
"209849","215635"
"209853","217070"
"209854","209856"
"209855","217673"
"209856","217107"
"209857","214762"
"209858","211697"
"209859","211698"
"209860","197995"
"209861","209931"
"209862","209865"
"209863","190644"
"209864","230156"
"209865","185639"
"209866","211472"
"209868","204340"
"209869","210407"
"209870","196591"
"209871","209147"
"209872","215623"
"209873","221152"
"209875","203572"
"209876","185639"
"209878","215638"
"209879","209574"
"209880","230579"
"209881","200963"
"209882","217302"
"209883","222756"
"209884","209191"
"209885","220036"
"209887","197626"
"209888","209868"
"209896","213243"
"209897","220221"
"209898","228843"
"209899","222576"
"209900","206262"
"209901","214160"
"209902","209904"
"209903","217172"
"209904","209906"
"209905","211701"
"209906","209904"
"209907","223165"
"209908","222742"
"209909","210012"
"209910","187443"
"209911","217890"
"209912","210272"
"209913","186708"
"209914","210352"
"209915","223551"
"209916","217111"
"209917","206543"
"209918","206604"
"209921","199807"
"209922","204126"
"209923","214169"
"209925","217328"
"209926","218424"
"209927","198961"
"209928","194194"
"209929","221987"
"209930","197833"
"209931","205641"
"209932","209933"
"209933","209932"
"209934","195534"
"209935","209094"
"209936","209396"
"209937","192367"
"209940","214784"
"209941","212656"
"209942","217940"
"209944","227310"
"209945","209947"
"209946","207899"
"209947","209948"
"209948","209947"
"209949","209946"
"209950","216251"
"209951","213016"
"209952","194000"
"209953","193630"
"209954","211659"
"209957","199553"
"209958","205518"
"209959","212903"
"209960","221739"
"209961","197995"
"209962","207364"
"209963","191741"
"209964","196447"
"209965","198414"
"209966","209021"
"209967","216251"
"209968","210498"
"209969","217891"
"209970","204494"
"209973","209460"
"209974","232431"
"209975","201136"
"209976","209977"
"209977","208811"
"209978","209577"
"209979","221537"
"209980","204183"
"209981","199130"
"209982","218523"
"209983","207832"
"209985","199637"
"209998","214906"
"209999","206014"
"210001","225254"
"210002","172278"
"210003","195118"
"210004","212447"
"210005","207551"
"210006","222570"
"210007","206041"
"210008","205212"
"210009","198828"
"210010","209909"
"210011","221135"
"210012","209909"
"210013","208577"
"210014","210017"
"210015","201136"
"210016","220119"
"210017","210014"
"210018","204786"
"210022","224568"
"210023","210024"
"210024","210025"
"210025","210024"
"210026","210028"
"210027","211748"
"210028","210026"
"210029","221014"
"210030","215993"
"210031","210026"
"210032","210040"
"210033","210016"
"210034","218679"
"210035","210036"
"210036","210035"
"210037","219968"
"210038","218699"
"210039","209857"
"210040","210032"
"210041","211818"
"210042","220053"
"210043","202318"
"210047","208734"
"210048","199000"
"210049","210047"
"210050","203852"
"210056","200436"
"210062","202637"
"210063","201122"
"210064","222089"
"210065","210064"
"210067","211499"
"210068","210069"
"210069","210068"
"210070","208088"
"210071","204085"
"210072","215689"
"210074","206701"
"210075","210498"
"210078","210079"
"210079","210080"
"210080","210079"
"210081","217714"
"210082","199552"
"210083","227530"
"210084","232449"
"210085","198638"
"210086","196359"
"210087","218366"
"210088","189662"
"210089","186688"
"210090","218554"
"210091","206713"
"210092","210925"
"210093","216317"
"210094","223156"
"210095","190797"
"210096","210464"
"210098","205584"
"210099","216929"
"210100","190965"
"210101","219588"
"210102","201537"
"210103","211039"
"210104","216438"
"210105","208131"
"210106","204056"
"210107","204741"
"210108","217972"
"210109","208684"
"210110","214365"
"210111","196588"
"210112","216251"
"210113","206329"
"210115","207901"
"210116","211639"
"210125","210269"
"210134","210135"
"210135","210134"
"210138","210139"
"210139","210141"
"210140","210139"
"210141","210139"
"210142","210140"
"210143","210139"
"210144","210143"
"210145","210144"
"210146","210148"
"210147","210146"
"210148","210146"
"210149","200420"
"210151","207091"
"210152","207783"
"210153","210147"
"210154","210153"
"210156","206433"
"210157","210180"
"210158","219295"
"210159","210160"
"210160","210159"
"210162","200420"
"210163","200420"
"210164","200420"
"210165","200420"
"210166","200420"
"210167","200420"
"210168","200420"
"210169","210170"
"210170","210169"
"210171","200420"
"210172","200420"
"210173","200420"
"210177","210179"
"210178","200420"
"210179","210177"
"210180","210177"
"210201","205775"
"210205","220491"
"210206","214310"
"210207","210984"
"210208","206287"
"210209","211494"
"210211","214839"
"210213","210957"
"210214","210215"
"210215","210214"
"210216","205019"
"210217","208088"
"210218","204724"
"210220","209103"
"210222","210223"
"210223","210234"
"210224","210233"
"210225","196359"
"210226","230567"
"210231","210232"
"210232","210231"
"210233","187875"
"210234","196359"
"210237","190763"
"210240","210241"
"210241","210240"
"210246","226508"
"210248","204008"
"210249","204788"
"210250","210963"
"210251","222093"
"210252","215388"
"210253","211275"
"210254","199656"
"210257","215233"
"210259","158567"
"210260","201766"
"210269","210125"
"210272","202836"
"210274","226225"
"210275","230575"
"210276","221923"
"210277","210085"
"210278","210037"
"210279","224705"
"210280","211851"
"210281","220905"
"210282","204638"
"210283","222220"
"210284","214234"
"210290","212446"
"210293","209693"
"210294","205361"
"210296","209170"
"210300","210301"
"210301","210300"
"210302","204695"
"210303","209603"
"210304","214700"
"210306","214700"
"210308","214700"
"210309","210302"
"210311","210312"
"210312","210311"
"210313","210302"
"210314","209248"
"210315","220018"
"210317","226296"
"210318","222097"
"210319","226394"
"210320","210315"
"210321","220023"
"210322","200434"
"210323","211456"
"210324","206773"
"210325","198461"
"210326","207553"
"210330","227961"
"210331","202663"
"210332","202662"
"210335","203982"
"210339","211583"
"210341","213071"
"210342","224686"
"210344","198116"
"210345","221897"
"210346","204681"
"210347","230575"
"210348","217858"
"210349","220278"
"210350","215635"
"210351","216678"
"210352","206666"
"210353","210351"
"210354","214405"
"210367","209282"
"210371","204959"
"210372","212446"
"210373","212566"
"210375","220837"
"210376","203691"
"210379","217579"
"210384","232500"
"210390","215707"
"210391","206427"
"210392","206082"
"210393","206082"
"210394","194924"
"210395","202260"
"210396","210172"
"210397","203630"
"210398","211115"
"210399","210398"
"210400","181833"
"210401","202537"
"210402","224417"
"210403","221210"
"210404","218804"
"210405","203324"
"210407","208187"
"210408","216440"
"210409","204735"
"210410","216506"
"210411","210412"
"210412","213810"
"210413","212904"
"210414","210420"
"210415","210417"
"210416","191729"
"210417","210415"
"210418","216897"
"210419","214149"
"210420","216897"
"210422","210420"
"210424","211002"
"210426","200941"
"210437","190510"
"210438","210442"
"210439","226926"
"210440","201420"
"210441","195534"
"210442","225361"
"210443","210439"
"210444","210445"
"210445","213240"
"210446","229932"
"210447","213365"
"210448","226880"
"210449","221773"
"210451","208759"
"210454","205149"
"210455","225074"
"210456","209536"
"210457","215559"
"210460","205542"
"210461","204743"
"210462","224805"
"210463","219194"
"210464","204892"
"210465","213734"
"210466","210467"
"210467","210466"
"210468","210472"
"210469","229668"
"210470","212268"
"210471","210472"
"210472","210471"
"210473","195118"
"210474","227390"
"210475","211831"
"210476","208689"
"210481","207050"
"210482","230676"
"210483","221767"
"210487","202271"
"210490","212298"
"210494","211829"
"210498","226011"
"210506","223249"
"210508","217569"
"210510","205668"
"210511","204889"
"210513","211158"
"210514","214388"
"210515","208593"
"210517","204162"
"210520","210521"
"210521","221790"
"210522","199000"
"210525","212638"
"210853","212270"
"210854","195534"
"210858","221582"
"210859","210508"
"210860","210862"
"210861","202415"
"210862","210860"
"210863","218776"
"210864","221197"
"210865","222271"
"210866","208106"
"210867","210866"
"210868","232423"
"210869","210865"
"210873","208969"
"210875","207551"
"210876","216654"
"210877","218594"
"210878","218913"
"210885","206682"
"210886","208228"
"210887","217714"
"210888","192589"
"210891","220507"
"210892","210893"
"210893","210892"
"210894","210895"
"210895","210894"
"210896","206889"
"210898","213697"
"210899","201774"
"210900","203327"
"210901","206551"
"210902","223821"
"210903","219210"
"210904","199816"
"210905","210906"
"210906","216262"
"210907","209822"
"210908","210982"
"210909","210906"
"210911","211911"
"210912","197114"
"210916","225890"
"210917","221752"
"210918","214135"
"210919","225601"
"210920","210921"
"210921","210924"
"210922","210921"
"210923","210922"
"210924","210921"
"210925","220966"
"210928","204673"
"210929","219521"
"210930","212620"
"210931","197125"
"210932","210957"
"210934","197147"
"210935","206200"
"210936","194851"
"210937","222041"
"210938","222738"
"210939","220548"
"210940","218594"
"210941","218582"
"210942","208937"
"210943","216263"
"210944","210953"
"210945","209928"
"210946","190965"
"210947","197375"
"210948","218033"
"210949","225004"
"210950","204785"
"210951","212270"
"210952","210953"
"210953","210952"
"210954","202539"
"210955","226947"
"210956","210957"
"210957","210213"
"210958","206599"
"210962","209207"
"210963","205212"
"210964","214716"
"210965","197126"
"210966","220990"
"210967","197626"
"210968","222738"
"210969","216144"
"210971","206586"
"210972","213307"
"210973","215791"
"210974","218612"
"210975","208785"
"210976","210988"
"210977","207780"
"210978","196359"
"210979","190510"
"210980","220548"
"210981","218583"
"210982","197147"
"210983","218543"
"210984","214159"
"210985","190947"
"210986","218594"
"210987","212628"
"210988","210940"
"210989","194330"
"210990","212116"
"210991","213259"
"210992","216130"
"210994","211355"
"210995","193106"
"210996","217775"
"210998","199730"
"211001","202919"
"211002","210424"
"211003","211004"
"211004","211003"
"211005","190801"
"211006","211008"
"211007","211003"
"211008","211003"
"211009","211005"
"211010","214874"
"211011","205817"
"211012","217569"
"211013","219804"
"211014","204889"
"211015","222532"
"211019","216820"
"211020","216820"
"211025","202335"
"211028","211029"
"211029","211028"
"211031","205149"
"211035","211313"
"211039","210103"
"211042","203431"
"211043","211893"
"211044","215595"
"211045","203651"
"211047","217916"
"211048","230566"
"211049","205212"
"211050","220009"
"211052","211059"
"211053","208201"
"211054","211055"
"211055","211056"
"211056","211055"
"211057","210008"
"211058","211059"
"211059","211058"
"211062","205425"
"211063","205056"
"211070","161404"
"211079","212244"
"211082","212281"
"211092","201912"
"211094","213792"
"211095","211096"
"211096","211095"
"211100","160810"
"211101","207113"
"211102","220485"
"211103","204755"
"211104","220485"
"211105","223400"
"211106","192857"
"211107","205159"
"211108","220889"
"211109","219824"
"211110","215715"
"211111","211104"
"211112","215142"
"211113","220527"
"211114","207047"
"211115","206973"
"211116","211117"
"211117","211116"
"211120","191920"
"211124","210395"
"211126","224381"
"211128","211129"
"211129","211128"
"211132","202831"
"211135","224983"
"211136","213240"
"211138","194163"
"211140","222570"
"211141","211163"
"211143","214552"
"211144","197872"
"211146","220495"
"211148","199129"
"211149","211146"
"211151","202262"
"211152","227828"
"211153","197147"
"211154","219195"
"211155","222525"
"211156","222505"
"211157","212185"
"211158","210513"
"211159","211153"
"211163","211141"
"211164","209058"
"211165","212750"
"211170","202708"
"211172","170028"
"211181","197375"
"211183","217370"
"211184","211186"
"211185","187171"
"211186","211184"
"211187","187171"
"211188","199078"
"211189","206878"
"211191","214988"
"211192","223853"
"211193","193317"
"211194","211195"
"211195","211194"
"211196","211198"
"211197","232242"
"211198","211196"
"211199","213689"
"211200","197518"
"211202","230773"
"211203","217550"
"211208","208769"
"211209","182050"
"211210","208695"
"211211","202668"
"211213","203356"
"211214","201258"
"211216","193317"
"211219","221897"
"211228","190510"
"211229","211242"
"211230","206463"
"211231","203694"
"211232","199828"
"211233","211234"
"211234","185204"
"211235","197995"
"211236","211237"
"211237","211236"
"211240","211241"
"211241","211240"
"211242","211229"
"211243","186786"
"211244","225947"
"211245","208545"
"211248","215065"
"211251","219733"
"211252","205127"
"211253","211252"
"211254","200155"
"211255","211630"
"211256","189559"
"211257","207634"
"211258","204964"
"211260","211267"
"211267","211260"
"211274","213473"
"211275","210253"
"211278","209999"
"211279","210986"
"211280","211281"
"211281","211280"
"211282","211283"
"211283","211282"
"211284","212445"
"211286","213130"
"211289","214889"
"211292","211515"
"211293","210151"
"211303","206035"
"211304","206820"
"211312","222535"
"211313","209268"
"211315","211917"
"211316","222689"
"211320","214173"
"211321","217561"
"211325","161404"
"211334","207591"
"211337","200581"
"211342","205759"
"211344","222089"
"211348","208198"
"211349","207462"
"211350","204775"
"211351","216337"
"211353","205124"
"211354","161404"
"211355","210994"
"211356","204510"
"211357","218809"
"211358","228389"
"211359","219207"
"211360","199619"
"211361","211242"
"211362","206859"
"211367","203944"
"211405","213521"
"211407","220638"
"211408","211539"
"211410","195476"
"211411","220452"
"211412","222089"
"211413","212902"
"211415","200136"
"211416","208454"
"211417","222080"
"211418","205668"
"211419","209480"
"211420","203232"
"211421","226959"
"211422","222085"
"211424","225246"
"211425","191931"
"211426","219381"
"211427","213355"
"211428","186314"
"211429","216984"
"211430","215605"
"211437","226860"
"211438","211460"
"211439","211463"
"211443","198889"
"211445","211447"
"211446","211447"
"211447","223449"
"211448","218443"
"211450","182053"
"211453","196359"
"211454","207369"
"211455","223157"
"211456","230757"
"211457","211456"
"211458","222051"
"211460","211438"
"211461","220223"
"211462","211438"
"211463","209415"
"211464","211463"
"211465","205662"
"211466","220096"
"211467","229081"
"211468","221923"
"211469","220096"
"211470","211466"
"211471","214237"
"211472","200833"
"211473","206032"
"211474","220088"
"211475","207176"
"211480","211482"
"211481","202363"
"211482","202192"
"211484","222895"
"211485","187411"
"211486","208976"
"211487","205843"
"211489","201956"
"211490","204785"
"211491","217619"
"211492","209747"
"211494","218275"
"211495","189737"
"211496","202957"
"211499","211082"
"211505","205212"
"211506","206033"
"211507","211505"
"211509","211511"
"211510","222763"
"211511","211513"
"211512","211513"
"211513","211511"
"211514","211513"
"211515","218362"
"211516","211510"
"211517","189063"
"211518","221114"
"211519","213510"
"211520","211511"
"211521","211506"
"211522","213310"
"211524","215597"
"211526","214688"
"211527","229505"
"211529","227713"
"211532","228553"
"211533","221273"
"211534","211242"
"211537","211538"
"211538","211537"
"211539","211408"
"211540","207869"
"211543","196129"
"211544","212573"
"211546","212446"
"211550","200420"
"211552","214347"
"211553","211554"
"211554","211600"
"211555","202836"
"211560","214680"
"211561","211560"
"211565","209038"
"211572","203877"
"211573","209147"
"211574","223869"
"211575","167078"
"211576","211879"
"211577","218529"
"211578","211128"
"211579","213649"
"211583","210339"
"211586","183950"
"211593","201927"
"211594","201952"
"211595","219962"
"211599","222306"
"211600","211554"
"211601","186893"
"211618","198030"
"211619","215542"
"211620","193106"
"211621","209880"
"211622","198899"
"211624","205808"
"211625","220085"
"211626","209672"
"211627","186314"
"211628","212602"
"211629","220107"
"211630","210462"
"211632","215896"
"211633","211632"
"211634","211628"
"211637","221385"
"211639","212240"
"211642","224331"
"211643","199000"
"211644","211645"
"211645","211644"
"211646","211847"
"211647","217284"
"211648","219269"
"211649","211769"
"211650","229678"
"211653","211108"
"211654","196359"
"211655","223505"
"211658","224588"
"211659","211655"
"211660","209866"
"211661","217734"
"211662","208088"
"211663","218585"
"211665","216278"
"211666","201808"
"211671","197628"
"211672","211673"
"211673","212367"
"211674","205079"
"211675","206509"
"211676","220007"
"211677","196359"
"211678","191067"
"211679","208964"
"211680","230491"
"211681","200911"
"211682","200086"
"211683","223489"
"211687","199655"
"211688","211687"
"211691","186964"
"211692","224586"
"211693","219251"
"211694","190793"
"211696","230675"
"211697","209858"
"211698","209856"
"211699","211697"
"211700","209858"
"211701","202778"
"211702","211673"
"211703","218501"
"211704","215751"
"211705","211703"
"211713","211714"
"211714","211715"
"211715","211714"
"211716","211717"
"211717","211716"
"211718","211720"
"211719","220270"
"211720","211718"
"211721","192426"
"211722","220485"
"211723","211731"
"211724","232437"
"211725","217938"
"211727","211728"
"211728","211727"
"211729","211731"
"211730","211728"
"211731","211730"
"211732","210030"
"211733","211734"
"211734","211733"
"211735","211737"
"211736","211734"
"211737","218694"
"211738","232617"
"211739","221197"
"211740","211741"
"211741","211740"
"211742","221999"
"211743","211740"
"211744","211741"
"211745","220155"
"211746","211747"
"211747","211748"
"211748","211747"
"211749","216489"
"211750","211735"
"211751","211752"
"211752","211751"
"211753","220251"
"211754","211751"
"211755","185204"
"211756","220254"
"211757","201772"
"211758","211760"
"211759","211760"
"211760","211762"
"211761","201772"
"211762","211760"
"211763","205789"
"211764","211753"
"211765","211443"
"211766","202667"
"211767","206875"
"211768","198030"
"211769","209521"
"211776","221682"
"211777","206547"
"211778","231928"
"211779","211780"
"211780","211779"
"211781","203874"
"211782","204814"
"211783","211784"
"211784","211783"
"211785","211788"
"211788","193992"
"211789","193646"
"211792","206190"
"211794","223791"
"211796","213931"
"211797","205156"
"211798","185798"
"211799","206098"
"211802","202091"
"211804","222308"
"211808","208088"
"211809","207064"
"211810","218932"
"211812","211817"
"211813","205668"
"211816","211826"
"211817","205668"
"211818","204357"
"211820","218587"
"211821","213517"
"211822","191172"
"211823","208035"
"211824","214111"
"211825","211817"
"211826","204889"
"211827","213479"
"211828","204889"
"211829","205484"
"211830","211827"
"211831","225261"
"211832","213749"
"211833","215642"
"211834","215270"
"211840","218222"
"211841","211842"
"211842","211841"
"211843","211841"
"211844","211842"
"211845","211846"
"211846","211845"
"211847","211848"
"211848","211847"
"211849","211850"
"211850","215309"
"211851","217943"
"211852","224339"
"211853","214564"
"211854","211765"
"211856","211858"
"211857","208175"
"211858","211856"
"211859","210983"
"211860","211841"
"211861","204052"
"211862","206186"
"211863","200236"
"211864","211865"
"211865","211864"
"211866","215872"
"211867","211870"
"211868","211867"
"211869","211867"
"211870","211867"
"211871","184589"
"211875","211876"
"211876","200232"
"211877","210178"
"211878","200420"
"211879","200420"
"211880","207353"
"211881","212553"
"211882","200420"
"211883","200420"
"211884","203061"
"211885","200420"
"211886","211884"
"211887","203640"
"211889","208078"
"211891","203447"
"211893","218818"
"211894","225324"
"211895","211896"
"211896","211895"
"211898","211895"
"211899","207673"
"211900","211914"
"211901","211902"
"211902","216304"
"211903","208595"
"211904","210078"
"211905","224588"
"211906","212466"
"211907","205811"
"211908","217246"
"211910","210975"
"211911","203289"
"211912","204552"
"211913","206287"
"211914","211900"
"211915","224174"
"211916","204118"
"211917","211315"
"211918","203751"
"211919","211918"
"211920","211959"
"211921","201177"
"211922","210240"
"211924","201177"
"211926","223489"
"211928","228571"
"211929","213326"
"211931","209235"
"211932","192361"
"211933","204650"
"211934","202655"
"211935","218607"
"211937","202656"
"211938","213647"
"211939","204067"
"211940","213994"
"211941","211942"
"211942","211941"
"211944","212684"
"211945","206021"
"211947","202534"
"211953","211954"
"211954","211957"
"211955","231384"
"211956","213479"
"211957","211954"
"211959","211920"
"211961","211962"
"211962","211961"
"211963","211962"
"211965","211408"
"211966","212212"
"211968","218064"
"211972","208078"
"211975","210522"
"211977","224519"
"211979","207310"
"211980","212459"
"211985","199648"
"211986","215364"
"211987","206673"
"211988","207548"
"211989","212000"
"211990","219478"
"211991","211992"
"211992","211991"
"211993","212446"
"211997","209170"
"212000","211989"
"212001","188313"
"212002","197153"
"212003","197153"
"212004","212005"
"212005","212004"
"212015","212022"
"212016","209164"
"212020","195403"
"212022","212015"
"212023","197170"
"212024","204889"
"212025","223109"
"212027","203496"
"212032","212038"
"212034","212036"
"212035","205668"
"212036","212035"
"212037","204673"
"212038","212039"
"212039","212036"
"212043","219600"
"212044","222756"
"212045","196359"
"212046","222089"
"212047","229591"
"212049","212735"
"212054","228502"
"212055","213257"
"212056","196359"
"212057","212058"
"212058","212057"
"212064","208119"
"212066","214404"
"212067","209605"
"212068","194357"
"212069","221669"
"212073","205473"
"212081","202472"
"212088","213857"
"212090","189553"
"212095","161404"
"212097","212099"
"212099","212097"
"212101","203203"
"212103","196359"
"212104","207594"
"212105","215200"
"212106","189234"
"212107","204395"
"212108","220534"
"212109","205213"
"212111","206872"
"212112","211482"
"212113","204698"
"212115","213242"
"212116","194357"
"212117","220108"
"212118","204785"
"212119","214643"
"212120","214353"
"212122","196463"
"212124","229426"
"212125","214597"
"212126","219903"
"212127","214370"
"212128","212129"
"212129","212130"
"212130","212132"
"212131","212128"
"212132","212130"
"212133","212132"
"212134","205817"
"212135","220102"
"212136","212137"
"212137","212136"
"212166","202363"
"212168","212850"
"212169","212180"
"212170","208088"
"212171","221725"
"212172","229501"
"212174","213814"
"212175","185633"
"212177","210413"
"212179","212210"
"212180","205049"
"212181","215302"
"212182","209402"
"212183","224760"
"212184","212200"
"212185","208253"
"212188","185644"
"212189","212192"
"212190","215781"
"212191","212199"
"212192","217602"
"212193","225959"
"212194","199620"
"212195","212185"
"212196","189063"
"212197","225261"
"212199","224764"
"212200","216520"
"212201","216338"
"212202","214260"
"212203","215665"
"212204","222386"
"212205","218127"
"212206","222338"
"212207","223710"
"212208","212209"
"212209","212208"
"212210","217279"
"212211","205679"
"212212","191920"
"212213","212214"
"212214","212213"
"212228","213903"
"212231","208247"
"212233","196357"
"212238","218956"
"212239","205516"
"212240","211639"
"212242","212761"
"212244","212088"
"212245","212763"
"212252","221084"
"212254","220371"
"212255","231460"
"212257","205128"
"212258","215015"
"212259","196205"
"212260","204102"
"212261","207712"
"212262","224312"
"212263","185359"
"212264","213180"
"212265","212678"
"212266","201015"
"212267","196463"
"212268","224483"
"212269","221788"
"212270","205668"
"212275","195534"
"212276","217941"
"212277","210877"
"212278","216755"
"212280","208232"
"212281","199292"
"212282","212864"
"212284","190387"
"212285","199444"
"212286","227005"
"212287","203033"
"212288","194356"
"212290","209609"
"212291","196374"
"212293","197147"
"212294","161404"
"212295","214454"
"212296","212298"
"212297","212299"
"212298","212299"
"212299","212298"
"212300","206502"
"212301","211554"
"212305","211749"
"212307","207689"
"212309","209760"
"212310","215150"
"212311","220106"
"212312","223244"
"212323","224665"
"212324","202104"
"212328","206772"
"212329","214367"
"212333","191612"
"212334","229678"
"212335","214672"
"212338","191063"
"212339","211576"
"212342","223835"
"212345","212346"
"212346","212345"
"212347","212349"
"212348","212349"
"212349","212347"
"212350","212348"
"212351","208692"
"212352","212353"
"212353","212352"
"212356","207050"
"212357","218030"
